Make,Model,Modulation,Weight(oz),L(in),W(in),H(in),Torque(which_V),Torque(oz-in),Speed(which_V),Speed(s/60deg),Motor Type,Rotation,Gear Material,Typical Price
Futaba,BLS551,Digital,1.55,1.61,0.79,0.98,4.8,102.0,4.8,0.13,Brushless,Dual Bearings,Metal,119.99
Futaba,BLS551,Digital,1.55,1.61,0.79,0.98,6.0,128.0,6.0,0.10,Brushless,Dual Bearings,Metal,119.99
Futaba,BLS571SV,Digital,1.45,1.59,0.79,1.00,4.8,104.0,4.8,0.13,Brushless,Dual Bearings,Metal,159.99
Futaba,BLS571SV,Digital,1.45,1.59,0.79,1.00,6.0,130.6,6.0,0.10,Brushless,Dual Bearings,Metal,159.99
Futaba,BLS571SV,Digital,1.45,1.59,0.79,1.00,7.4,152.8,7.4,0.08,Brushless,Dual Bearings,Metal,159.99
Futaba,BLS571SV,Digital,1.45,1.59,0.79,1.00,6.6,142.0,6.6,0.09,Brushless,Dual Bearings,Metal,159.99
Futaba,BLS651,Digital,0.92,1.42,0.59,1.10,4.8,76.0,4.8,0.15,Brushless,(add),(add),(add)
Futaba,BLS651,Digital,0.92,1.42,0.59,1.10,6.0,97.0,6.0,0.12,Brushless,(add),(add),(add)
Futaba,BLS671SV,Digital,0.99,1.30,0.59,1.06,6.0,93.0,6.0,0.20,Brushless,Dual Bearings,Metal,159.99
Futaba,BLS671SV,Digital,0.99,1.30,0.59,1.06,7.4,116.0,7.4,0.10,Brushless,Dual Bearings,Metal,159.99
Futaba,BLS671SV,Digital,0.99,1.30,0.59,1.06,6.6,54.0,6.6,0.11,Brushless,Dual Bearings,Metal,159.99
Futaba,BLS671SVi,Digital,0.99,1.30,0.59,1.06,6.0,93.0,6.0,0.12,Brushless,Dual Bearings,Metal,169.99
